polymer_name,delta_d_polymer,delta_p_polymer,delta_h_polymer,r0_polymer,solvent_name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,red_value,compatible
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Succinic Anhydride,18.6,19.2,16.6,66.8,1.6558,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Succinonitrile,17.9,16.2,7.9,81.2,0.8648,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Sulfolane,20.3,18.2,10.9,95.7,1.1671,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Sulfur Dicyanide,18.1,13.5,0.0,60.0,0.6897,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Sulfur Dioxide,15.8,8.4,10.0,44.0,0.9659,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Sulfuryl Chloride,17.6,7.2,0.0,81.0,0.6417,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Terephthalic Acid,18.8,6.1,10.7,166.0,0.7592,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,"Tetrachlorobenzene 1,2,4,5-T",21.2,10.7,3.4,116.2,0.4164,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,n-Tetradecane,16.2,0.0,0.0,261.3,1.2835,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetradecene,16.1,0.5,1.9,253.4,1.1957,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetrahydrofuran,16.8,5.7,8.0,81.7,0.7713,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetrahydropyran,16.4,6.3,6.0,97.8,0.7306,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetrahydrothiapyran,18.5,6.3,8.9,103.6,0.6056,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetramethylene Sulfid,18.6,6.7,9.1,88.3,0.5949,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetramethylene Sulfone (Sulfolane),20.3,18.2,10.9,95.7,1.1671,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetramethylene Sulfoxide,18.2,11.0,9.1,90.0,0.5805,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetramethylurea,16.7,8.2,11.0,120.4,0.9065,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tetranitromethane,15.5,9.9,7.5,119.7,0.8851,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiabutane,16.2,5.9,5.3,90.4,0.7737,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiacyclopropane,19.3,9.1,5.0,58.0,0.0737,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiazole,20.5,18.8,10.8,70.9,1.2192,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thioacetamide,17.5,20.6,20.2,75.0,2.0775,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thioacetic Acid,17.0,6.7,8.9,71.5,0.7486,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Gamma-Thiobutyrolactone,19.0,6.9,6.2,86.6,0.335,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiocyanic Acid,16.8,8.9,10.9,51.7,0.8778,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thioglycolic Acid (Mercapto Acetic,16.0,8.6,14.8,69.5,1.3107,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thionyl Chloride,16.9,6.2,5.9,79.0,0.6445,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiophene,18.9,2.4,7.8,79.0,0.8259,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiophenol,20.0,4.5,10.3,102.4,0.8171,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Thiourea,20.0,21.7,14.8,72.8,1.7002,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Toluene,18.0,1.4,2.0,106.8,0.9273,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Toluidine,19.4,5.8,9.4,107.8,0.6485,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tri-n-Butyl Borate,16.7,1.8,4.6,269.7,0.9816,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tri Butyl Phosphate,16.3,6.3,4.3,274.0,0.7297,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trichloro-Methyl-Silane,16.5,6.6,3.5,117.4,0.6845,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trichloroacetic Acid,18.3,5.8,11.4,100.2,0.8603,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trichloroacetonitrile,16.4,7.4,6.1,100.0,0.6894,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trichlorofluoromethane (Freon 11,15.3,2.0,0.0,92.8,1.2515,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tricresyl Phosphate,19.0,12.3,4.5,316.0,0.3168,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Tridecyl Alcohol,16.2,3.1,9.0,242.0,1.0621,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Triethylamine,17.8,0.4,1.0,138.6,1.0673,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Triethylphosphate,16.7,11.4,9.2,171.0,0.7891,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,"alpha,alpha,alpha Trifluoro oluene",17.5,8.8,0.0,122.9,0.6152,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trifluoroacetic Aci,15.6,9.9,11.6,74.2,1.1033,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trifluoromethane (Freon 23,14.4,8.9,6.5,46.1,1.0769,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Triisononyl Trimellilate,16.6,5.7,2.2,602.9,0.7435,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Triisooctyl Trimellitate,16.6,6.0,2.5,553.1,0.718,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trimethyl Amine,14.6,3.4,1.8,90.3,1.2227,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,"Trimethyl-1,3-Pentanediol",15.1,6.1,9.8,227.4,1.124,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trimethylenesulfid,18.8,7.8,9.4,72.8,0.5669,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trimethylphosphate,16.7,15.9,10.2,115.8,1.0789,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trinitomethane,15.5,10.3,7.3,94.6,0.8811,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Trioctylphosphate,16.2,5.9,4.2,469.8,0.7681,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Triphenyl Phosphate,20.1,6.4,6.8,271.9,0.4304,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Undecane,16.0,0.0,0.0,212.7,1.3061,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Valeronitrile,15.3,11.0,4.8,103.8,0.8804,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Acetate,16.0,7.2,5.9,92.6,0.7687,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Acetic Acid,16.8,5.2,12.3,85.3,1.0893,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Acetylene,15.1,1.7,12.0,74.3,1.4548,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Amine,15.7,7.2,11.8,51.8,1.1257,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Bromide,15.9,6.3,5.4,71.6,0.8127,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Butyrate,15.6,3.9,6.9,126.5,1.022,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Chloride,16.0,6.5,2.4,68.7,0.8061,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Ether,14.8,4.2,5.8,90.7,1.1221,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Ethyl Ether,14.5,4.9,6.0,95.0,1.1476,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Ethyl Sulfid,16.4,5.8,6.3,101.3,0.7632,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Formate,15.3,6.5,9.7,74.7,1.0721,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Iodide (Iodoethene),17.1,5.5,7.3,75.6,0.7044,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Propionate,15.6,8.0,4.7,110.1,0.8141,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Silane,15.5,2.6,4.0,89.4,1.0901,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Trifluoro Acetate,13.9,4.3,7.6,116.4,1.32,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Vinyl Trimethyl Silane,14.5,1.0,2.5,145.3,1.3733,0
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,Xylene,17.6,1.0,3.1,123.3,0.9717,1
Nitrile Rubber (NBR-34),19.4,9.4,4.4,9.5,o-Xylene,17.8,1.0,3.1,121.2,0.956,1
Lignin,21.9,14.1,16.9,13.7,Acetaldehyde,14.7,12.5,7.9,56.6,1.245,0
Lignin,21.9,14.1,16.9,13.7,Acetaldoxime,16.3,4.0,20.2,61.2,1.1269,0
Lignin,21.9,14.1,16.9,13.7,Acetamide,17.3,18.7,22.4,60.8,0.8514,1
Lignin,21.9,14.1,16.9,13.7,Acetanilide,20.6,13.3,12.4,110.9,0.3838,1
Lignin,21.9,14.1,16.9,13.7,Acetic Acid,14.5,8.0,13.5,57.1,1.1945,0
Lignin,21.9,14.1,16.9,13.7,Acetic Anhydride,16.0,11.7,10.2,94.5,1.0058,0
Lignin,21.9,14.1,16.9,13.7,Acetone,15.5,10.4,7.0,74.0,1.2116,0
Lignin,21.9,14.1,16.9,13.7,Acetonemethyloxime,14.7,4.6,4.6,96.7,1.5465,1
Lignin,21.9,14.1,16.9,13.7,Acetonitrile,15.3,18.0,6.1,52.6,1.277,0
Lignin,21.9,14.1,16.9,13.7,Acetoxime,16.3,3.7,10.9,80.2,1.1985,0
Lignin,21.9,14.1,16.9,13.7,"Acetoxy-1,3-butadiene",16.1,4.4,8.3,118.4,1.2698,0
Lignin,21.9,14.1,16.9,13.7,Acetylacetone,16.1,11.2,6.2,103.0,1.1712,1
Lignin,21.9,14.1,16.9,13.7,Acetylbromide,16.7,10.6,5.2,74.0,1.1708,1
Lignin,21.9,14.1,16.9,13.7,Acetylchloride,16.2,11.2,5.8,71.4,1.1805,0
Lignin,21.9,14.1,16.9,13.7,Acetylene (Ethyne),14.4,4.2,11.9,42.1,1.3617,0
Lignin,21.9,14.1,16.9,13.7,Acetylfluorid,14.7,14.0,5.7,62.0,1.3316,0
Lignin,21.9,14.1,16.9,13.7,Acridine,21.7,5.9,2.0,163.0,1.2418,1
Lignin,21.9,14.1,16.9,13.7,Acrolein,15.0,7.2,7.8,66.7,1.3075,0
Lignin,21.9,14.1,16.9,13.7,Acrylamide,15.8,12.1,12.8,63.4,0.9507,1
Lignin,21.9,14.1,16.9,13.7,Acrylic Acid,17.7,6.4,14.9,68.5,0.8445,0
Lignin,21.9,14.1,16.9,13.7,Acrylonitrile,16.0,12.8,6.8,67.1,1.1377,0
Lignin,21.9,14.1,16.9,13.7,Acrylylchloride,16.2,11.6,5.4,81.3,1.196,0
Lignin,21.9,14.1,16.9,13.7,"Adipic Acid (1,6-Hexanedioic)",17.1,9.0,14.6,107.5,0.811,1
Lignin,21.9,14.1,16.9,13.7,Allyl Acetate,15.7,4.5,8.0,108.5,1.3162,0
Lignin,21.9,14.1,16.9,13.7,Allyl Acetic Acid,16.7,4.7,11.3,102.1,1.1019,1
Lignin,21.9,14.1,16.9,13.7,Allyl Acetonitrile (4-Pentenenitrile),16.3,11.2,5.0,98.5,1.2115,0
Lignin,21.9,14.1,16.9,13.7,Allyl Alcohol,16.2,10.8,16.8,68.4,0.8663,1
Lignin,21.9,14.1,16.9,13.7,Allyl Amine,15.5,5.7,10.6,74.9,1.2084,1
Lignin,21.9,14.1,16.9,13.7,Allyl Cyanide,16.0,14.3,5.6,80.5,1.1926,0
Lignin,21.9,14.1,16.9,13.7,Allyl Formate,15.7,5.4,8.8,91.0,1.2538,0
Lignin,21.9,14.1,16.9,13.7,Allyl Mercaptan,16.4,6.2,7.9,80.2,1.1869,1
Lignin,21.9,14.1,16.9,13.7,Amino Pyridine,20.4,8.1,12.2,94.1,0.5979,1
Lignin,21.9,14.1,16.9,13.7,Amyl Acetate,15.8,3.3,6.1,148.0,1.4269,0
Lignin,21.9,14.1,16.9,13.7,Aniline,19.4,5.1,10.2,91.5,0.8966,0
Lignin,21.9,14.1,16.9,13.7,Anisole,17.8,4.1,6.7,119.1,1.2022,0
Lignin,21.9,14.1,16.9,13.7,Anthraquinone,20.3,7.6,4.8,145.6,1.0294,0
Lignin,21.9,14.1,16.9,13.7,Azidoethane,15.9,8.9,12.9,79.0,0.9983,0
Lignin,21.9,14.1,16.9,13.7,Benzal Chloride,19.9,6.6,2.4,134.2,1.2268,0
Lignin,21.9,14.1,16.9,13.7,Benzaldehyde,19.4,7.4,5.3,101.5,1.0437,0
Lignin,21.9,14.1,16.9,13.7,Benzamide,21.2,14.7,11.2,90.3,0.4307,1
Lignin,21.9,14.1,16.9,13.7,Benzene,18.4,0.0,2.0,89.4,1.5821,0
Lignin,21.9,14.1,16.9,13.7,Benzenediol,18.0,8.4,21.0,87.5,0.766,1
Lignin,21.9,14.1,16.9,13.7,Benzisoxazole,20.6,11.5,8.8,100.7,0.6493,1
Lignin,21.9,14.1,16.9,13.7,Benzofuran (Cumaron),18.7,5.1,5.7,110.2,1.1481,0
Lignin,21.9,14.1,16.9,13.7,Benzoic Acid,18.2,6.9,9.8,113.1,0.9146,1
Lignin,21.9,14.1,16.9,13.7,Benzonitrile,17.4,9.0,3.3,102.6,1.2472,0
Lignin,21.9,14.1,16.9,13.7,Benzophenone,19.6,8.6,5.7,164.2,0.9707,1
Lignin,21.9,14.1,16.9,13.7,Benzothiazole,20.6,5.2,8.4,108.5,0.9181,1
Lignin,21.9,14.1,16.9,13.7,Benzotrichloride,20.2,6.6,3.2,142.1,1.1667,1
Lignin,21.9,14.1,16.9,13.7,Benzoyl Chloride,20.7,8.2,4.5,116.0,1.0175,0
Lignin,21.9,14.1,16.9,13.7,Benzyl Acetate,18.3,5.7,6.0,142.8,1.1336,0
Lignin,21.9,14.1,16.9,13.7,Benzyl Alcohol,18.4,6.3,13.7,103.6,0.7999,1
Lignin,21.9,14.1,16.9,13.7,Benzyl Amine,19.2,4.6,11.7,109.2,0.8833,1
Lignin,21.9,14.1,16.9,13.7,Benzyl Benzoate,20.0,5.1,5.2,191.2,1.1126,0
Lignin,21.9,14.1,16.9,13.7,Benzyl Butyl Phthalate,19.0,11.2,3.1,306.0,1.113,0
Lignin,21.9,14.1,16.9,13.7,Benzyl Chloride,18.8,7.1,2.6,115.0,1.2472,0
Lignin,21.9,14.1,16.9,13.7,Benzylethyl Ether,18.4,3.8,3.8,144.2,1.3193,1
Lignin,21.9,14.1,16.9,13.7,Bicyclohexyl,18.6,0.0,0.0,188.5,1.6772,0
Lignin,21.9,14.1,16.9,13.7,Biphenyl,19.7,1.0,2.0,155.1,1.4834,0
Lignin,21.9,14.1,16.9,13.7,Biuret,20.0,14.6,18.8,70.3,0.3123,1
Lignin,21.9,14.1,16.9,13.7,Bromine (P From Dipole Moment),18.2,2.1,0.0,51.5,1.6065,0
Lignin,21.9,14.1,16.9,13.7,Bromoacetylene,15.7,9.9,5.6,67.7,1.2624,0
Lignin,21.9,14.1,16.9,13.7,Bromobenzene,20.5,5.5,4.1,105.3,1.144,0
Lignin,21.9,14.1,16.9,13.7,Bromochloromethane,17.3,5.7,3.5,65.0,1.3355,0
Lignin,21.9,14.1,16.9,13.7,Bromoethylene,16.1,6.3,2.3,71.6,1.4754,0
Lignin,21.9,14.1,16.9,13.7,Bromoform,21.4,4.1,6.1,87.5,1.0768,0
Lignin,21.9,14.1,16.9,13.7,Bromomethyl Methyl Ether,16.9,8.5,7.0,81.6,1.1055,0
Lignin,21.9,14.1,16.9,13.7,Bromotrichloro Methane (P and H from,18.3,8.1,6.0,99.2,1.0493,0
Lignin,21.9,14.1,16.9,13.7,Butadiene,14.7,1.7,6.2,82.3,1.5919,1
Lignin,21.9,14.1,16.9,13.7,Butadiene-1-ol,16.2,6.6,16.8,76.5,0.9961,1
Lignin,21.9,14.1,16.9,13.7,Butadiene-4-Cyano,16.2,11.7,5.2,93.7,1.2052,0
Lignin,21.9,14.1,16.9,13.7,Butadione,15.7,5.1,6.8,87.8,1.3395,0
Lignin,21.9,14.1,16.9,13.7,Butandiol Diacrylate,16.8,9.1,4.2,194.4,1.2437,0
Lignin,21.9,14.1,16.9,13.7,Butane,14.1,0.0,0.0,101.4,1.9692,0
Lignin,21.9,14.1,16.9,13.7,Butanediol,16.6,10.0,21.5,89.9,0.895,1
Lignin,21.9,14.1,16.9,13.7,Butanethiol,16.3,5.3,4.5,107.8,1.3785,0
Lignin,21.9,14.1,16.9,13.7,Butanol,16.0,5.7,15.8,91.5,1.0603,1
Lignin,21.9,14.1,16.9,13.7,Butene,13.2,1.3,3.9,94.3,1.8402,1
Lignin,21.9,14.1,16.9,13.7,Butenenitrile,16.2,14.3,5.6,80.5,1.1717,0
Lignin,21.9,14.1,16.9,13.7,n-Butyl Acetate,15.8,3.7,6.3,132.5,1.4028,0
Lignin,21.9,14.1,16.9,13.7,Sec-Butyl Acetate,15.0,3.7,7.6,133.6,1.4324,0
Lignin,21.9,14.1,16.9,13.7,tert-Butyl Acetate,15.4,6.2,6.2,134.1,1.3575,0
Lignin,21.9,14.1,16.9,13.7,n-Butyl Acrylate,15.6,6.2,4.9,143.8,1.3948,0
Lignin,21.9,14.1,16.9,13.7,n-Butyl Amine,16.2,4.5,8.0,99.0,1.2671,1
Lignin,21.9,14.1,16.9,13.7,Butyl Benzoate,18.3,5.6,5.5,178.0,1.1634,0
Lignin,21.9,14.1,16.9,13.7,n-Butyl Butyrate,15.6,2.9,5.6,166.7,1.4814,0
Lignin,21.9,14.1,16.9,13.7,n-Butyl Cyclohexane,16.2,0.0,0.6,176.7,1.7797,0
Lignin,21.9,14.1,16.9,13.7,n-Butyl Cyclopentane,16.4,0.0,1.0,162.0,1.7467,0
Lignin,21.9,14.1,16.9,13.7,Butyl Formate,15.7,6.5,9.2,114.8,1.2012,1
Lignin,21.9,14.1,16.9,13.7,n-Butyl Propionate,15.7,5.5,5.9,149.7,1.3631,0
Lignin,21.9,14.1,16.9,13.7,Butyl Stearate,14.5,3.7,3.5,382.0,1.6432,0
Lignin,21.9,14.1,16.9,13.7,n-Butylbenzene,17.4,0.1,1.1,157.0,1.6751,0
Lignin,21.9,14.1,16.9,13.7,Butynedinitrile,15.2,16.2,8.0,78.4,1.1841,0
Lignin,21.9,14.1,16.9,13.7,Butyraldehyde,15.6,10.1,6.2,90.5,1.2414,1
Lignin,21.9,14.1,16.9,13.7,n-Butyramide,16.9,13.7,12.3,98.4,0.804,1
Lignin,21.9,14.1,16.9,13.7,Butyric Acid,14.9,4.1,10.6,110.0,1.3374,0
Lignin,21.9,14.1,16.9,13.7,Butyric Anhydride,16.0,6.3,7.7,164.4,1.2317,0
Lignin,21.9,14.1,16.9,13.7,Gamma-Butyrolactone,19.0,16.6,7.4,76.8,0.8327,1
Lignin,21.9,14.1,16.9,13.7,Butyronitrile,15.3,12.4,5.1,87.3,1.2983,0
Lignin,21.9,14.1,16.9,13.7,Butyrylchloride,16.8,9.4,4.8,103.6,1.205,0
Lignin,21.9,14.1,16.9,13.7,Caprolactone (Epsilon),19.7,15.0,7.4,110.8,0.767,1
Lignin,21.9,14.1,16.9,13.7,Carbon Dioxide,15.7,6.3,5.7,38.0,1.346,0
Lignin,21.9,14.1,16.9,13.7,Carbon Disulfid,20.5,0.0,0.6,60.0,1.5864,0
Lignin,21.9,14.1,16.9,13.7,Carbon tetrachloride,17.8,0.0,0.6,97.1,1.6832,1
Lignin,21.9,14.1,16.9,13.7,Carbon Tetrachloride,16.1,8.3,0.0,97.1,1.555,0
Lignin,21.9,14.1,16.9,13.7,Carbonyl Sulfid,17.4,3.7,0.0,51.0,1.5905,0
Lignin,21.9,14.1,16.9,13.7,Cetyl Alcohol (1-Hexadecanol),15.1,3.7,8.1,298.7,1.4051,0
Lignin,21.9,14.1,16.9,13.7,Chloral,17.2,7.4,7.6,97.5,1.082,1
Lignin,21.9,14.1,16.9,13.7,Chlorine,17.3,10.0,0.0,46.0,1.436,0
Lignin,21.9,14.1,16.9,13.7,Chloro Acetaldehyde,16.2,16.1,9.0,60.4,1.0229,0
Lignin,21.9,14.1,16.9,13.7,Chloro Acetic Acid,17.7,10.4,12.3,68.6,0.7494,1
Lignin,21.9,14.1,16.9,13.7,Chloro Methyl Acrylate,15.9,7.3,8.5,101.4,1.1788,0
Lignin,21.9,14.1,16.9,13.7,Chloroacetonitrile,17.4,13.6,2.0,63.3,1.2711,0
Lignin,21.9,14.1,16.9,13.7,Chloroacetylchloride,17.5,9.2,5.5,79.5,1.1104,0
Lignin,21.9,14.1,16.9,13.7,Chloroacetylene,16.2,2.1,2.5,63.7,1.6014,1
Lignin,21.9,14.1,16.9,13.7,Chloroallylidene Diacetate,16.7,7.3,8.8,160.2,1.0827,1
Lignin,21.9,14.1,16.9,13.7,Chlorobenzene,19.0,4.3,2.0,102.1,1.3689,0
Lignin,21.9,14.1,16.9,13.7,Chlorocyclopropane,17.6,7.2,2.2,84.9,1.3413,0
Lignin,21.9,14.1,16.9,13.7,Chlorodifluoromethane (Freon 22,12.3,6.3,5.7,72.9,1.7195,0
Lignin,21.9,14.1,16.9,13.7,Chloroethyl Acetate,16.7,9.6,8.8,107.5,1.0167,0
Lignin,21.9,14.1,16.9,13.7,Chloroform,17.8,3.1,5.7,80.7,1.2928,0
Lignin,21.9,14.1,16.9,13.7,Bis(Chloromethyl) Ether,17.2,4.9,6.6,86.6,1.2194,0
Lignin,21.9,14.1,16.9,13.7,Chloromethylsulfid,16.6,6.4,2.0,95.0,1.4482,0
Lignin,21.9,14.1,16.9,13.7,Chloronitromethane,17.4,13.5,5.5,65.1,1.0611,1
Lignin,21.9,14.1,16.9,13.7,Chloropicrin (Trichloronitromethane),17.6,6.8,7.0,101.7,1.0955,0
Lignin,21.9,14.1,16.9,13.7,Coumarin,20.0,12.5,6.7,156.3,0.8031,1
Lignin,21.9,14.1,16.9,13.7,Cyanamid (Carbamonitrile),15.5,27.6,16.8,32.8,1.3579,0
Lignin,21.9,14.1,16.9,13.7,Cyanogen,15.1,11.8,0.0,54.6,1.5923,0
Lignin,21.9,14.1,16.9,13.7,Cyanogen Bromide,18.3,15.2,0.0,52.6,1.3433,0
Lignin,21.9,14.1,16.9,13.7,Cyanogen Chloride,15.6,14.5,0.0,51.8,1.539,0
Lignin,21.9,14.1,16.9,13.7,Cyclobutanone,18.3,11.4,5.2,73.4,1.0219,0
Lignin,21.9,14.1,16.9,13.7,Cyclodecanone,16.8,8.0,4.1,161.0,1.275,0
Lignin,21.9,14.1,16.9,13.7,Cycloheptanone,17.2,10.6,4.8,118.2,1.1472,1
Lignin,21.9,14.1,16.9,13.7,Cyclohexane,16.8,0.0,0.2,108.7,1.7605,0
Lignin,21.9,14.1,16.9,13.7,"Cyclohexane-1,2-Dicarboxylic Acid",16.4,2.2,5.0,422.4,1.4675,0
Lignin,21.9,14.1,16.9,13.7,Cyclohexanediol,17.4,9.8,18.3,112.8,0.7352,1
Lignin,21.9,14.1,16.9,13.7,Cyclohexanedione,18.6,10.3,8.0,103.8,0.855,1
Lignin,21.9,14.1,16.9,13.7,Cyclohexanol,17.4,4.1,13.5,106.0,1.0129,0
Lignin,21.9,14.1,16.9,13.7,Cyclohexanone,17.8,6.3,5.1,104.0,1.1934,0
Lignin,21.9,14.1,16.9,13.7,Cyclohexene,17.2,1.0,5.0,101.9,1.4627,0
Lignin,21.9,14.1,16.9,13.7,Cyclohexyl Benzene,18.7,0.0,1.0,169.9,1.62,0
Lignin,21.9,14.1,16.9,13.7,Cyclohexylamine,17.2,3.1,6.5,113.8,1.3007,0
Lignin,21.9,14.1,16.9,13.7,Cyclohexylchloride,17.3,5.5,2.0,118.6,1.424,0
Lignin,21.9,14.1,16.9,13.7,Cyclooctanone,17.0,9.6,4.5,131.7,1.1995,0
Lignin,21.9,14.1,16.9,13.7,Cyclopentadiene,17.2,1.9,6.1,82.1,1.373,0
Lignin,21.9,14.1,16.9,13.7,Cyclopentane,16.4,0.0,1.8,94.9,1.7084,0
Lignin,21.9,14.1,16.9,13.7,Cyclopentanone,17.9,11.9,5.2,89.1,1.047,0
Lignin,21.9,14.1,16.9,13.7,Cyclopentene,16.7,3.8,1.7,89.0,1.5403,0
Lignin,21.9,14.1,16.9,13.7,Cyclopentenyl Alcohol,18.1,7.6,15.6,86.2,0.7361,1
Lignin,21.9,14.1,16.9,13.7,Cyclopropene,17.2,2.4,2.0,50.0,1.5437,0
Lignin,21.9,14.1,16.9,13.7,Cyclopropane,17.6,0.0,0.0,58.3,1.7248,0
Lignin,21.9,14.1,16.9,13.7,Cyclopropylnitrile,18.6,16.2,5.7,75.4,0.9612,1
Lignin,21.9,14.1,16.9,13.7,Cis-Decahydronaphthalene,18.8,0.0,0.0,156.9,1.6691,0
Lignin,21.9,14.1,16.9,13.7,Trans-Decahydronaphthalene,18.0,0.0,0.0,156.9,1.7044,0
Lignin,21.9,14.1,16.9,13.7,Decane,15.7,0.0,0.0,195.9,1.844,0
Lignin,21.9,14.1,16.9,13.7,Decanol,16.0,4.7,10.0,191.8,1.2109,0
Lignin,21.9,14.1,16.9,13.7,Decene,15.8,1.0,2.2,190.6,1.6908,0
Lignin,21.9,14.1,16.9,13.7,Di-(2-Ethyl Hexyl)azelate,16.7,1.4,4.8,449.9,1.4885,0
Lignin,21.9,14.1,16.9,13.7,Di-(2-Ethyl Hexyl)sebacate,16.8,1.0,4.7,468.7,1.5039,0
Lignin,21.9,14.1,16.9,13.7,Di-2-Ethyl Hexyl Amine,15.6,0.8,3.2,301.5,1.6698,0
Lignin,21.9,14.1,16.9,13.7,Di-Isodecyl Phthalate,16.6,6.2,2.6,464.2,1.4215,0
Lignin,21.9,14.1,16.9,13.7,Di-Isoheptyl Phthalate,16.8,7.2,3.4,364.9,1.3338,0
Lignin,21.9,14.1,16.9,13.7,Di-Isononyl Adipate,16.2,1.8,4.9,433.7,1.5052,0
Lignin,21.9,14.1,16.9,13.7,Di-Isononyl Phthalate,16.6,6.6,2.9,432.4,1.3938,0
Lignin,21.9,14.1,16.9,13.7,Di-Isopropyl Methyl Phosphonate,16.4,10.0,5.7,184.4,1.1843,1
Lignin,21.9,14.1,16.9,13.7,Di-Isopropyl Phosphonofluoridat,15.7,10.2,5.9,174.5,1.243,1
